"id","side","list","vote"
"24","Right","UMP",20.96
"24","Right","DVD",7.25
"24","Right","FN",6.33
"24","Left","SOC",44.85
"24","Left","RDG",2.09
"24","Left","VEC",3.82
"25","Right","UMP",38.91
"25","Right","FN",12.26
"25","Left","SOC",36.85
"25","Left","DVG",11.98
"26","Left","COM",1.94
"26","Right","MODM",1.53
"26","Right","M-NC",9.6
"26","Right","UMP",23.74
"26","Right","DVD",9.29
"26","Right","FN",4.67
"26","Left","SOC",43.68
"26","Left","DVG",2.78
"26","Left","VEC",2.34
"26",NA,"AUT",0.43
"27","Left","COM",4.36
"27","Right","M-NC",14.93
"27","Right","UMP",19.81
"27","Right","DVD",4.67
"27","Right","FN",14.18
"27","Left","SOC",33.73
"27","Left","RDG",5.45
"27","Left","DVG",2.86
"28","Right","MODM",3.22
"28","Right","M-NC",4.06
"28","Right","UMP",37.9
"28","Right","FN",3.01
"28","Left","SOC",34.23
"28","Left","RDG",6.71
"28","Left","DVG",10.87
"29","Left","COM",0.9
"29","Right","M-NC",3.94
"29","Right","UMP",20.06
"29","Right","DVD",13.85
"29","Left","SOC",49.83
"29","Left","DVG",11.43
"2A","Right","UMP",29.32
"2A","Right","DVD",25.04
"2A","Left","RDG",5.27
"2A","Left","DVG",15.09
"2A",NA,"REG",23.18
"2A",NA,"AUT",2.1
"2B","Right","UMP",8.66
"2B","Right","DVD",42.37
"2B","Left","DVG",38.76
"2B",NA,"REG",10.21
"03","Left","COM",13.3
"03","Right","UMP",8.44
"03","Right","DVD",30.3
"03","Right","FN",4.99
"03","Left","SOC",29.47
"03","Left","RDG",8.52
"03","Left","DVG",4.97
"30","Left","COM",14.25
"30","Right","UMP",13.52
"30","Right","FN",28.29
"30","Left","SOC",36.58
"30","Left","DVG",1.86
"30","Left","VEC",5.49
"31","Left","COM",0.64
"31","Right","M-NC",0.59
"31","Right","M",6.35
"31","Right","UMP",10.17
"31","Right","FN",13.56
"31","Left","SOC",55.61
"31","Left","RDG",4.69
"31","Left","DVG",4.17
"31","Left","VEC",4.23
"32","Right","UMP",22.68
"32","Right","DVD",11
"32","Left","SOC",44.83
"32","Left","RDG",21.5
"33","Left","COM",3.95
"33","Right","MODM",1.72
"33","Right","M-NC",2.16
"33","Right","UMP",21.78
"33","Right","DVD",1.11
"33","Right","FN",9.53
"33","Left","SOC",57.19
"33","Left","DVG",2.55
"34","Left","COM",2.81
"34","Right","UMP",8.78
"34","Right","DVD",4.23
"34","Right","FN",25.06
"34","Left","PG",0.85
"34","Left","SOC",44.38
"34","Left","DVG",8.35
"34","Left","VEC",4.68
"34",NA,"AUT",0.85
"35","Right","MODM",2.72
"35","Right","M-NC",1.9
"35","Right","M",13.55
"35","Right","UMP",16.15
"35","Right","DVD",2.64
"35","Right","FN",1.6
"35","Left","SOC",49.15
"35","Left","RDG",1.7
"35","Left","DVG",2.59
"35","Left","VEC",7.99
"36","Right","M-NC",11.54
"36","Right","UMP",9.71
"36","Right","DVD",32.8
"36","Left","SOC",45.95
"37","Left","COM",1.81
"37","Right","MODM",1.56
"37","Right","M-NC",4.21
"37","Right","UMP",29.96
"37","Right","DVD",7.15
"37","Left","SOC",43.36
"37","Left","DVG",9.19
"37","Left","VEC",2.77
"38","Left","COM",9.95
"38","Right","UMP",16.53
"38","Right","DVD",3.97
"38","Right","FN",17.33
"38","Left","SOC",32.81
"38","Left","DVG",8.36
"38","Left","VEC",6.51
"38",NA,"AUT",4.56
"39","Right","UMP",30.75
"39","Right","DVD",22.32
"39","Left","PG",10.32
"39","Left","SOC",29.41
"39","Left","RDG",2.54
"39","Left","DVG",4.66
"04","Left","COM",8.81
"04","Right","UMP",10.91
"04","Right","DVD",1.62
"04","Right","FN",12.54
"04","Left","SOC",50.59
"04","Left","DVG",15.54
"40","Right","M",21.91
"40","Right","UMP",19.74
"40","Left","SOC",58.35
"41","Right","MODM",2.32
"41","Right","M-NC",22.2
"41","Right","UMP",12.69
"41","Right","DVD",9.73
"41","Right","FN",3.36
"41","Left","SOC",48.05
"41",NA,"AUT",1.65
"42","Right","M-NC",3.31
"42","Right","M",19.73
"42","Right","UMP",11.7
"42","Right","DVD",7.61
"42","Right","FN",9.69
"42","Left","SOC",38.55
"42","Left","DVG",9.41
"43","Right","M-NC",20.67
"43","Right","M",14.81
"43","Right","UMP",4.27
"43","Right","DVD",5.84
"43","Right","FN",3.32
"43","Left","SOC",34.05
"43","Left","DVG",6.66
"43","Left","VEC",7.44
"43",NA,"REG",2.93
"44","Right","M-NC",13.38
"44","Right","M",1.87
"44","Right","UMP",16.97
"44","Right","DVD",4.27
"44","Left","SOC",48.19
"44","Left","DVG",3.48
"44","Left","VEC",8.4
"44",NA,"AUT",3.44
"45","Left","COM",3.91
"45","Right","M-NC",14.6
"45","Right","UMP",20.93
"45","Right","DVD",16
"45","Right","FN",12.62
"45","Left","SOC",17.47
"45","Left","DVG",2.46
"45","Left","VEC",10.86
"45",NA,"AUT",1.15
"46","Right","M-NC",5.48
"46","Left","PG",0.85
"46","Left","SOC",46.86
"46","Left","RDG",4.73
"46","Left","DVG",18.35
"46","Left","VEC",11.83
"46",NA,"AUT",11.9
"47","Right","M-NC",3.05
"47","Right","UMP",27.33
"47","Right","DVD",4.47
"47","Right","FN",7.97
"47","Left","SOC",39.13
"47","Left","RDG",4.08
"47","Left","DVG",13.99
"48","Right","DVD",51.96
"48",NA,"AUT",48.04
"49","Right","M-NC",7.04
"49","Right","UMP",15.3
"49","Right","DVD",25.3
"49","Right","FN",1.06
"49","Left","SOC",32.66
"49","Left","RDG",2.72
"49","Left","DVG",15.92
"05","Left","COM",3.52
"05","Right","M-NC",12.57
"05","Right","UMP",19.14
"05","Right","DVD",17.51
"05","Left","PG",5.6
"05","Left","SOC",11.84
"05","Left","RDG",19.23
"05","Left","DVG",7.48
"05",NA,"AUT",3.11
"50","Right","M-NC",6.3
"50","Right","UMP",13.41
"50","Right","DVD",34.28
"50","Left","SOC",37
"50","Left","DVG",9
"51","Right","M-NC",1.45
"51","Right","UMP",26.67
"51","Right","DVD",16.57
"51","Right","FN",19.39
"51","Left","SOC",19.93
"51","Left","DVG",8.6
"51",NA,"AUT",7.38
"52","Left","COM",3.31
"52","Right","MODM",1.16
"52","Right","UMP",24.87
"52","Right","DVD",27.58
"52","Right","FN",9.42
"52","Left","SOC",19.96
"52","Left","RDG",3.6
"52","Left","DVG",9.08
"52","Left","VEC",1.02
"53","Right","M-NC",4.84
"53","Right","M",5.81
"53","Right","UMP",7.32
"53","Right","DVD",38.39
"53","Left","SOC",23.08
"53","Left","RDG",6.28
"53","Left","DVG",5.6
"53","Left","VEC",8.68
"54","Left","COM",13.51
"54","Right","UMP",21.43
"54","Right","DVD",1.47
"54","Right","FN",10.2
"54","Left","SOC",44.99
"54","Left","DVG",1.76
"54","Left","VEC",2.53
"54",NA,"AUT",4.12
"55","Right","MODM",3.84
"55","Right","UMP",12.59
"55","Right","DVD",31.21
"55","Right","FN",7.78
"55","Left","SOC",39.39
"55",NA,"AUT",5.19
"56","Left","COM",3.01
"56","Right","M-NC",3.3
"56","Right","UMP",31.56
"56","Right","DVD",13.98
"56","Right","FN",1.24
"56","Left","SOC",36.42
"56","Left","DVG",7.87
"56","Left","ECO",2.62
"57","Right","UMP",12.04
"57","Right","DVD",24.81
"57","Right","FN",28.05
"57","Left","SOC",35.1
"58","Right","M-NC",7.13
"58","Right","UMP",8.02
"58","Right","DVD",3.39
"58","Right","FN",14.03
"58","Left","SOC",61.52
"58","Left","DVG",2.47
"58",NA,"AUT",3.44
"59","Left","COM",12.18
"59","Right","MODM",1.79
"59","Right","M-NC",7.71
"59","Right","M",0.68
"59","Right","UMP",12.18
"59","Right","DVD",1.12
"59","Right","FN",17.56
"59","Left","SOC",46.11
"59","Left","DVG",0.67
"06","Left","COM",3.36
"06","Right","M-NC",2.92
"06","Right","UMP",48.58
"06","Right","DVD",2.6
"06","Right","FN",33.46
"06","Left","PG",0.58
"06","Left","SOC",1.7
"06","Left","RDG",2.97
"06","Left","DVG",0.56
"06","Left","ECO",3.26
"60","Right","UMP",32.2
"60","Right","DVD",5.26
"60","Right","FN",26.34
"60","Left","SOC",33.14
"60","Left","RDG",1.26
"60","Left","DVG",1.8
"61","Right","UMP",17.59
"61","Right","DVD",38.11
"61","Left","SOC",26.77
"61","Left","DVG",17.54
"62","Left","COM",13.29
"62","Right","MODM",1.24
"62","Right","M-NC",2.79
"62","Right","UMP",10.57
"62","Right","DVD",4.69
"62","Right","FN",21.26
"62","Left","SOC",40.55
"62","Left","RDG",0.86
"62","Left","DVG",4.74
"63","Left","COM",5.26
"63","Right","MODM",2.14
"63","Right","M-NC",16.72
"63","Right","UMP",12.56
"63","Left","PG",6.07
"63","Left","SOC",39.7
"63","Left","DVG",17.55
"64","Left","COM",1.92
"64","Right","MODM",18.1
"64","Right","UMP",24.08
"64","Right","FN",1.3
"64","Left","SOC",50.45
"64","Left","RDG",1.72
"64","Left","DVG",1.01
"64",NA,"REG",1.42
"65","Left","COM",14.78
"65","Right","UMP",16.74
"65","Right","DVD",16.3
"65","Left","SOC",44.79
"65","Left","RDG",7.39
"66","Left","COM",8.34
"66","Right","MODM",6.03
"66","Right","UMP",25.35
"66","Right","DVD",7.89
"66","Right","FN",18.06
"66","Left","SOC",30
"66","Left","DVG",4.34
"67","Right","M-NC",2.51
"67","Right","UMP",42.38
"67","Right","DVD",13.73
"67","Right","FN",14.45
"67","Left","SOC",19.92
"67","Left","DVG",1.62
"67","Left","VEC",3.63
"67",NA,"REG",1.77
"68","Left","COM",2.8
"68","Right","M-NC",5.17
"68","Right","M",11.26
"68","Right","UMP",37.22
"68","Right","DVD",13.91
"68","Right","FN",9.53
"68","Left","SOC",1.86
"68","Left","VEC",7.39
"68","Left","ECO",10.85
"69","Left","COM",3.22
"69","Right","M-NC",2.75
"69","Right","M",5.58
"69","Right","UMP",17.09
"69","Right","DVD",6.1
"69","Right","FN",15.94
"69","Left","SOC",32.75
"69","Left","RDG",2.14
"69","Left","DVG",4.66
"69","Left","VEC",9.77
"07","Right","MODM",3.41
"07","Right","M-NC",6.86
"07","Right","M",9.55
"07","Right","UMP",9.08
"07","Right","DVD",7.67
"07","Right","FN",7.34
"07","Left","SOC",51.69
"07","Left","DVG",4.4
"70","Left","COM",3.98
"70","Right","M",2.29
"70","Right","UMP",24.86
"70","Right","FN",14.62
"70","Left","SOC",45.92
"70","Left","RDG",8.33
"71","Right","M",7.43
"71","Right","UMP",25.74
"71","Right","DVD",1.1
"71","Right","FN",8.3
"71","Left","SOC",49.39
"71","Left","DVG",8.04
"72","Left","COM",5.73
"72","Right","UMP",37.4
"72","Right","DVD",4.89
"72","Right","FN",1.61
"72","Left","PG",2.08
"72","Left","SOC",39.45
"72","Left","RDG",2.39
"72","Left","DVG",6.45
"73","Right","M-NC",6.35
"73","Right","UMP",11.62
"73","Right","DVD",10.95
"73","Right","FN",11.45
"73","Left","PG",2.62
"73","Left","SOC",24.97
"73","Left","DVG",10.5
"73","Left","VEC",2.96
"73",NA,"AUT",18.59
"74","Right","MODM",4.05
"74","Right","M-NC",2.03
"74","Right","M",28.2
"74","Right","UMP",20.9
"74","Right","DVD",11.01
"74","Right","FN",4.34
"74","Left","SOC",14.05
"74","Left","DVG",7.61
"74","Left","VEC",7.82
"76","Left","COM",7.49
"76","Right","UMP",6.81
"76","Right","DVD",16.43
"76","Right","FN",11.5
"76","Left","SOC",51.06
"76","Left","RDG",1.06
"76","Left","DVG",4.88
"76","Left","VEC",0.76
"77","Left","COM",3.04
"77","Right","MODM",2.67
"77","Right","M-NC",2.75
"77","Right","UMP",23.87
"77","Right","DVD",7.14
"77","Right","FN",16.14
"77","Left","SOC",35.59
"77","Left","RDG",3
"77","Left","DVG",2.41
"77","Left","VEC",1.53
"77",NA,"AUT",1.87
"78","Left","COM",4.41
"78","Right","M-NC",1.95
"78","Right","M",1.8
"78","Right","UMP",45.44
"78","Right","DVD",7.61
"78","Right","FN",6.5
"78","Left","SOC",21.96
"78","Left","DVG",2.49
"78","Left","VEC",7.84
"79","Right","M",22.1
"79","Right","UMP",17.1
"79","Left","SOC",57.59
"79","Left","DVG",3.21
"08","Right","UMP",11.91
"08","Right","DVD",29.75
"08","Right","FN",5.03
"08","Left","SOC",42.8
"08","Left","DVG",6.75
"08",NA,"AUT",3.77
"80","Left","COM",6.06
"80","Right","M-NC",8.89
"80","Right","M",12.62
"80","Right","UMP",8.79
"80","Right","DVD",4.86
"80","Right","FN",9.3
"80","Left","SOC",34.33
"80","Left","DVG",8.26
"80","Left","VEC",4.69
"80",NA,"AUT",2.19
"81","Left","COM",6.22
"81","Right","DVD",5.41
"81","Right","FN",20.76
"81","Left","SOC",38.67
"81","Left","RDG",4.82
"81","Left","DVG",14.07
"81",NA,"AUT",10.05
"82","Right","M-NC",3.72
"82","Right","UMP",3.8
"82","Right","DVD",12.87
"82","Right","FN",3.08
"82","Left","SOC",23.02
"82","Left","RDG",31.84
"82","Left","DVG",10.52
"82",NA,"AUT",11.15
"83","Left","COM",2.64
"83","Right","UMP",37.17
"83","Right","DVD",15.73
"83","Right","FN",31.96
"83","Left","SOC",11.81
"83",NA,"AUT",0.7
"84","Left","COM",6.91
"84","Right","UMP",10.65
"84","Right","DVD",3.23
"84","Right","FN",32.88
"84","Right","EXD",5.99
"84","Left","SOC",33.1
"84","Left","DVG",5.98
"84","Left","VEC",1.27
"85","Right","DVD",59.97
"85","Right","FN",3.37
"85","Left","SOC",22.55
"85","Left","DVG",1.87
"85","Left","VEC",12.24
"86","Right","UMP",9.93
"86","Right","DVD",32.51
"86","Right","FN",3.07
"86","Left","SOC",51.97
"86",NA,"AUT",2.53
"87","Left","COM",10.85
"87","Right","UMP",9.79
"87","Right","DVD",8.81
"87","Right","FN",5.44
"87","Left","SOC",54.3
"87","Left","DVG",10.81
"88","Right","M-NC",20.59
"88","Right","M",3.21
"88","Right","UMP",9.7
"88","Right","DVD",16.98
"88","Right","FN",7.83
"88","Left","SOC",36.86
"88","Left","DVG",4.83
"89","Left","COM",4.39
"89","Right","UMP",24.05
"89","Right","DVD",15.84
"89","Right","FN",16
"89","Left","SOC",20.23
"89","Left","DVG",19.49
"09","Right","M-NC",13.41
"09","Right","DVD",10.91
"09","Left","SOC",58.81
"09","Left","RDG",10.05
"09","Left","DVG",4.49
"09",NA,"AUT",2.33
"90","Right","MODM",7.91
"90","Right","UMP",32.98
"90","Right","FN",10.13
"90","Left","SOC",26.59
"90","Left","DVG",13.04
"90","Left","VEC",9.35
"91","Left","COM",6.32
"91","Right","M-NC",6.78
"91","Right","UMP",10.2
"91","Right","DVD",4.94
"91","Right","FN",17.67
"91","Left","SOC",39.19
"91","Left","DVG",4.32
"91","Left","VEC",7.39
"91",NA,"AUT",3.18
"92","Left","COM",5.09
"92","Right","MODM",2.97
"92","Right","M-NC",10.16
"92","Right","M",1.55
"92","Right","UMP",36.74
"92","Right","DVD",8.11
"92","Right","FN",2.01
"92","Left","SOC",31.69
"92",NA,"AUT",1.68
"93","Left","COM",8.59
"93","Right","UMP",25.93
"93","Right","DVD",1.54
"93","Right","FN",7.12
"93","Left","SOC",33.5
"93","Left","DVG",6.72
"93","Left","VEC",12.81
"93",NA,"AUT",3.78
"94","Left","COM",26.58
"94","Right","MODM",1.67
"94","Right","M",5.87
"94","Right","UMP",21.17
"94","Right","DVD",2.72
"94","Right","FN",8.26
"94","Left","SOC",16.51
"94","Left","RDG",2.37
"94","Left","DVG",2.48
"94","Left","VEC",12.38
"95","Right","UMP",36.43
"95","Right","DVD",4.51
"95","Right","FN",8.93
"95","Left","SOC",38.69
"95","Left","DVG",4.54
"95","Left","VEC",6.9
"ZA","Right","M-NC",2.22
"ZA","Right","UMP",9.78
"ZA","Right","DVD",14.54
"ZA","Left","SOC",14.81
"ZA","Left","DVG",49.04
"ZA",NA,"REG",8.83
"ZA",NA,"AUT",0.77
"ZB","Right","M-NC",8.92
"ZB","Right","UMP",3.04
"ZB","Left","SOC",9.98
"ZB","Left","DVG",70.13
"ZB",NA,"REG",5.92
"ZB",NA,"AUT",2
"ZC","Left","EXG",2.66
"ZC","Right","UMP",5.82
"ZC","Left","SOC",16.63
"ZC","Left","DVG",7.28
"ZC",NA,"AUT",67.61
"ZD","Left","COM",35.51
"ZD","Right","UMP",21.7
"ZD","Right","DVD",22.56
"ZD","Left","SOC",14.23
"ZD","Left","DVG",1.8
"ZD","Left","VEC",4.2
"ZM","Right","MODM",3.74
"ZM","Right","M-NC",6.28
"ZM","Right","UMP",36.66
"ZM","Right","DVD",10.2
"ZM","Left","SOC",6.71
"ZM","Left","DVG",9.7
"ZM",NA,"AUT",26.7
