"id","side","nom","vote"
"08",NA,"CHEMINADE",0.24
"08","Right","BAYROU",7.52
"08","Right","DUPONT-AIGNAN",1.81
"08","Left","HOLLANDE",28.93
"80","Left","JOLY",1.22
"80","Right","LE PEN",23.77
"80","Right","SARKOZY",23.9
"80","Left","MÉLENCHON",11
"80","Left","POUTOU",1.28
"80","Left","ARTHAUD",0.89
"80",NA,"CHEMINADE",0.22
"80","Right","BAYROU",7.31
"80","Right","DUPONT-AIGNAN",2.02
"80","Left","HOLLANDE",28.37
"81","Left","JOLY",2.14
"81","Right","LE PEN",18.93
"81","Right","SARKOZY",23.28
"81","Left","MÉLENCHON",12.17
"81","Left","POUTOU",1.25
"81","Left","ARTHAUD",0.51
"81",NA,"CHEMINADE",0.23
"81","Right","BAYROU",9.18
"81","Right","DUPONT-AIGNAN",1.63
"81","Left","HOLLANDE",30.69
"82","Left","JOLY",1.97
"82","Right","LE PEN",22.1
"82","Right","SARKOZY",25.14
"82","Left","MÉLENCHON",11.19
"82","Left","POUTOU",1.21
"82","Left","ARTHAUD",0.48
"82",NA,"CHEMINADE",0.25
"82","Right","BAYROU",8.28
"82","Right","DUPONT-AIGNAN",1.76
"82","Left","HOLLANDE",27.63
"83","Left","JOLY",1.89
"83","Right","LE PEN",24.83
"83","Right","SARKOZY",34.83
"83","Left","MÉLENCHON",9.08
"83","Left","POUTOU",0.87
"83","Left","ARTHAUD",0.35
"83",NA,"CHEMINADE",0.21
"83","Right","BAYROU",6.66
"83","Right","DUPONT-AIGNAN",1.63
"83","Left","HOLLANDE",19.65
"84","Left","JOLY",2.26
"84","Right","LE PEN",27.03
"84","Right","SARKOZY",27.45
"84","Left","MÉLENCHON",11.15
"84","Left","POUTOU",0.95
"84","Left","ARTHAUD",0.39
"84",NA,"CHEMINADE",0.21
"84","Right","BAYROU",6.73
"84","Right","DUPONT-AIGNAN",1.5
"84","Left","HOLLANDE",22.33
"85","Left","JOLY",1.88
"85","Right","LE PEN",15.18
"85","Right","SARKOZY",32.89
"85","Left","MÉLENCHON",8.46
"85","Left","POUTOU",1.45
"85","Left","ARTHAUD",0.63
"85",NA,"CHEMINADE",0.24
"85","Right","BAYROU",12.13
"85","Right","DUPONT-AIGNAN",2.33
"85","Left","HOLLANDE",24.81
"86","Left","JOLY",2.17
"86","Right","LE PEN",16.41
"86","Right","SARKOZY",24.5
"86","Left","MÉLENCHON",11
"86","Left","POUTOU",1.35
"86","Left","ARTHAUD",0.71
"86",NA,"CHEMINADE",0.23
"86","Right","BAYROU",9.59
"86","Right","DUPONT-AIGNAN",2.05
"86","Left","HOLLANDE",31.99
"87","Left","JOLY",1.8
"87","Right","LE PEN",16.44
"87","Right","SARKOZY",19.83
"87","Left","MÉLENCHON",14.36
"87","Left","POUTOU",1.21
"87","Left","ARTHAUD",0.66
"87",NA,"CHEMINADE",0.24
"87","Right","BAYROU",7.89
"87","Right","DUPONT-AIGNAN",1.67
"87","Left","HOLLANDE",35.9
"88","Left","JOLY",1.76
"88","Right","LE PEN",24.18
"88","Right","SARKOZY",25.32
"88","Left","MÉLENCHON",9.68
"88","Left","POUTOU",1.56
"88","Left","ARTHAUD",0.75
"88",NA,"CHEMINADE",0.29
"88","Right","BAYROU",9.4
"88","Right","DUPONT-AIGNAN",2.38
"88","Left","HOLLANDE",24.68
"89","Left","JOLY",1.76
"89","Right","LE PEN",23.68
"89","Right","SARKOZY",27.62
"89","Left","MÉLENCHON",10.05
"89","Left","POUTOU",1.27
"89","Left","ARTHAUD",0.68
"89",NA,"CHEMINADE",0.25
"89","Right","BAYROU",8.47
"89","Right","DUPONT-AIGNAN",2.22
"89","Left","HOLLANDE",24
"09","Left","JOLY",2.85
"09","Right","LE PEN",16.79
"09","Right","SARKOZY",18.72
"09","Left","MÉLENCHON",16.86
"09","Left","POUTOU",1.45
"09","Left","ARTHAUD",0.55
"09",NA,"CHEMINADE",0.23
"09","Right","BAYROU",6.67
"09","Right","DUPONT-AIGNAN",1.51
"09","Left","HOLLANDE",34.36
"90","Left","JOLY",2.02
"90","Right","LE PEN",23.74
"90","Right","SARKOZY",23.88
"90","Left","MÉLENCHON",11.41
"90","Left","POUTOU",1.32
"90","Left","ARTHAUD",0.7
"90",NA,"CHEMINADE",0.29
"90","Right","BAYROU",8.85
"90","Right","DUPONT-AIGNAN",1.79
"90","Left","HOLLANDE",26.01
"91","Left","JOLY",2.35
"91","Right","LE PEN",15.2
"91","Right","SARKOZY",25.46
"91","Left","MÉLENCHON",12.26
"91","Left","POUTOU",0.94
"91","Left","ARTHAUD",0.41
"91",NA,"CHEMINADE",0.24
"91","Right","BAYROU",9.33
"91","Right","DUPONT-AIGNAN",3.41
"91","Left","HOLLANDE",30.39
"92","Left","JOLY",2.74
"92","Right","LE PEN",8.51
"92","Right","SARKOZY",34.97
"92","Left","MÉLENCHON",10.35
"92","Left","POUTOU",0.69
"92","Left","ARTHAUD",0.3
"92",NA,"CHEMINADE",0.26
"92","Right","BAYROU",10.69
"92","Right","DUPONT-AIGNAN",1.34
"92","Left","HOLLANDE",30.16
"93","Left","JOLY",2.21
"93","Right","LE PEN",13.55
"93","Right","SARKOZY",19.48
"93","Left","MÉLENCHON",16.99
"93","Left","POUTOU",0.92
"93","Left","ARTHAUD",0.51
"93",NA,"CHEMINADE",0.24
"93","Right","BAYROU",6.12
"93","Right","DUPONT-AIGNAN",1.31
"93","Left","HOLLANDE",38.68
"94","Left","JOLY",2.63
"94","Right","LE PEN",11.86
"94","Right","SARKOZY",26.57
"94","Left","MÉLENCHON",14
"94","Left","POUTOU",0.84
"94","Left","ARTHAUD",0.38
"94",NA,"CHEMINADE",0.26
"94","Right","BAYROU",8.86
"94","Right","DUPONT-AIGNAN",1.66
"94","Left","HOLLANDE",32.93
"95","Left","JOLY",2.05
"95","Right","LE PEN",15.6
"95","Right","SARKOZY",26.25
"95","Left","MÉLENCHON",11.95
"95","Left","POUTOU",0.96
"95","Left","ARTHAUD",0.44
"95",NA,"CHEMINADE",0.25
"95","Right","BAYROU",8.39
"95","Right","DUPONT-AIGNAN",1.7
"95","Left","HOLLANDE",32.41
"ZA","Left","JOLY",1.47
"ZA","Right","LE PEN",5.16
"ZA","Right","SARKOZY",23.4
"ZA","Left","MÉLENCHON",5.38
"ZA","Left","POUTOU",0.79
"ZA","Left","ARTHAUD",0.92
"ZA",NA,"CHEMINADE",0.3
"ZA","Right","BAYROU",4.73
"ZA","Right","DUPONT-AIGNAN",0.85
"ZA","Left","HOLLANDE",57
"ZB","Left","JOLY",1.56
"ZB","Right","LE PEN",4.76
"ZB","Right","SARKOZY",26.28
"ZB","Left","MÉLENCHON",5.88
"ZB","Left","POUTOU",1.17
"ZB","Left","ARTHAUD",0.99
"ZB",NA,"CHEMINADE",0.38
"ZB","Right","BAYROU",5.93
"ZB","Right","DUPONT-AIGNAN",1.07
"ZB","Left","HOLLANDE",51.98
"ZC","Left","JOLY",2.25
"ZC","Right","LE PEN",10.48
"ZC","Right","SARKOZY",27.19
"ZC","Left","MÉLENCHON",7.89
"ZC","Left","POUTOU",1.28
"ZC","Left","ARTHAUD",0.56
"ZC",NA,"CHEMINADE",0.4
"ZC","Right","BAYROU",6.23
"ZC","Right","DUPONT-AIGNAN",1.11
"ZC","Left","HOLLANDE",42.61
"ZD","Left","JOLY",2.13
"ZD","Right","LE PEN",10.31
"ZD","Right","SARKOZY",17.96
"ZD","Left","MÉLENCHON",6.73
"ZD","Left","POUTOU",0.87
"ZD","Left","ARTHAUD",0.6
"ZD",NA,"CHEMINADE",0.29
"ZD","Right","BAYROU",6.83
"ZD","Right","DUPONT-AIGNAN",1
"ZD","Left","HOLLANDE",53.29
"ZM","Left","JOLY",2.19
"ZM","Right","LE PEN",2.77
"ZM","Right","SARKOZY",48.73
"ZM","Left","MÉLENCHON",2.62
"ZM","Left","POUTOU",0.83
"ZM","Left","ARTHAUD",0.53
"ZM",NA,"CHEMINADE",0.49
"ZM","Right","BAYROU",4.18
"ZM","Right","DUPONT-AIGNAN",1.1
"ZM","Left","HOLLANDE",36.55
"ZN","Left","JOLY",2.62
"ZN","Right","LE PEN",11.66
"ZN","Right","SARKOZY",49.63
"ZN","Left","MÉLENCHON",3.28
"ZN","Left","POUTOU",0.98
"ZN","Left","ARTHAUD",0.54
"ZN",NA,"CHEMINADE",0.31
"ZN","Right","BAYROU",5.13
"ZN","Right","DUPONT-AIGNAN",0.93
"ZN","Left","HOLLANDE",24.91
"ZP","Left","JOLY",3.78
"ZP","Right","LE PEN",5.73
"ZP","Right","SARKOZY",45.21
"ZP","Left","MÉLENCHON",2.77
"ZP","Left","POUTOU",0.59
"ZP","Left","ARTHAUD",0.57
"ZP",NA,"CHEMINADE",0.42
"ZP","Right","BAYROU",5.72
"ZP","Right","DUPONT-AIGNAN",2.77
"ZP","Left","HOLLANDE",32.43
"ZS","Left","JOLY",1.63
"ZS","Right","LE PEN",15.81
"ZS","Right","SARKOZY",18.55
"ZS","Left","MÉLENCHON",15.17
"ZS","Left","POUTOU",3.91
"ZS","Left","ARTHAUD",0.87
"ZS",NA,"CHEMINADE",0.49
"ZS","Right","BAYROU",7.37
"ZS","Right","DUPONT-AIGNAN",2.43
"ZS","Left","HOLLANDE",33.75
"ZW","Left","JOLY",1.56
"ZW","Right","LE PEN",2.37
"ZW","Right","SARKOZY",37.68
"ZW","Left","MÉLENCHON",1.19
"ZW","Left","POUTOU",0.66
"ZW","Left","ARTHAUD",0.75
"ZW",NA,"CHEMINADE",0.45
"ZW","Right","BAYROU",6.4
"ZW","Right","DUPONT-AIGNAN",0.67
"ZW","Left","HOLLANDE",48.28
"ZX","Left","JOLY",2.59
"ZX","Right","LE PEN",12.14
"ZX","Right","SARKOZY",43.62
"ZX","Left","MÉLENCHON",5.89
"ZX","Left","POUTOU",1.06
"ZX","Left","ARTHAUD",0.55
"ZX",NA,"CHEMINADE",0.35
"ZX","Right","BAYROU",5.89
"ZX","Right","DUPONT-AIGNAN",1.15
"ZX","Left","HOLLANDE",26.78
"ZZ","Left","JOLY",5.44
"ZZ","Right","LE PEN",5.95
"ZZ","Right","SARKOZY",38.01
"ZZ","Left","MÉLENCHON",8.31
"ZZ","Left","POUTOU",0.7
"ZZ","Left","ARTHAUD",0.28
"ZZ",NA,"CHEMINADE",0.36
"ZZ","Right","BAYROU",11.37
"ZZ","Right","DUPONT-AIGNAN",1.25
"ZZ","Left","HOLLANDE",28.32
