"name","gender","party","twitter","mandates","ville","departement","type","id","statuses","followers","created","last_tweeted","age","followers_sample","sample"
"Maurice BATTIN","m","UMP","battin2","Conseiller régional","","bouches du rhone","Local","493004891",35,307,2012,"2015-01-23",1217,307,FALSE
"Marie-Claude FOURNIER","f","EELV","fournier_mc","Conseiller municipal","clichy","hauts de seine","Local","2218905661",785,307,2013,"2015-06-12",565,307,FALSE
"Stéphane DURBEC","m","IND","stephane_durbec","Conseiller régional","","bouches du rhone","Local","113285294",1099,307,2010,"2015-04-20",1951,300,FALSE
"Vincent LENA","m","PS","vincentlena62","Conseiller régional","berck","pas de calais","Local","632798417",466,306,2012,"2015-06-11",1070,306,FALSE
"Brahim JLALJI","m","FDG","brahimjlalji","Conseiller municipal","la rochelle","charente maritime","Local","1267483663",624,304,2013,"2015-05-06",823,304,FALSE
"Brice VOIRIN-METAIRIE","m","UMP","bricevoirin","Conseiller municipal","briancon","hautes alpes","Local","119103019",4871,303,2010,"2015-04-21",1931,300,FALSE
"Franck BEELDENS","m","FN","franckbeeldens","Conseiller municipal","epinay sur orge","essonne","Local","347428731",3587,303,2011,"2015-06-14",1413,303,FALSE
"Philippe CHATELAIN","m","EELV","philippeericc","Conseiller municipal","","","Local","342192769",2956,302,2011,"2015-04-19",1421,296,FALSE
"Sébastien EUGENE","m","PRG","sebastieneugene","Maire adjoint","","aisne","Local","76675206",607,301,2009,"2015-04-16",2092,300,FALSE
"Claude COMET","f","EELV","claudecomet","Conseiller régional","","haute savoie","Local","468430256",101,299,2012,"2015-02-19",1244,299,FALSE
"Guillaume LUCZKA","m","FN","guillaumeluczka","Conseiller communautaire, Conseiller municipal","charleville mezieres","ardennes","Local","1964587243",427,298,2013,"2015-04-10",608,298,FALSE
"Yannick DAVID","m","DVD","yannickdavid85","Conseiller régional, Maire, Président de Communauté d'Agglomération","la chaize le vicomte","vendee","Local","1372740882",45,297,2013,"2015-06-13",784,297,FALSE
"Laurent CROIZIER","m","MODEM","croizierlaurent","Conseiller municipal","besancon","doubs","Local","1334893514",1785,293,2013,"2015-06-13",799,293,FALSE
"Mireille FERRI","f","EELV","mireilleferri","Conseiller régional","","","Local","109506430",178,292,2010,"2014-10-26",1964,292,FALSE
"Paul HESSENBRUCH","m","UDI","paul_s_n_bruch","Maire adjoint","","yvelines","Local","365351897",745,291,2011,"2015-04-21",1385,283,FALSE
"Laurent SALLES","m","FN","suresnesrbm","Conseiller communautaire, Conseiller municipal","suresnes","hauts de seine","Local","1968968935",652,290,2013,"2015-06-12",606,290,FALSE
"Romain COTTAREL","m","FN","cottarelromain","Sans mandat électif courant","vedene","vaucluse","Else","2334451523",612,289,2014,"2015-06-14",491,289,FALSE
"Jean-Louis LEONARD","m","UMP","jeanlouileonard","Maire","","","Local","370173101",54,287,2011,"2012-05-10",1377,282,FALSE
"Jean-Marc NICOLLE","m","DVG","jeanmarcnicolle","Conseiller régional, Maire adjoint, Président de Communauté d'Agglomération","kremlin bicetre","essonne","Local","1588169862",383,287,2013,"2015-06-13",704,287,FALSE
"Maider AROSTEGUY","m","UDI","btzmaider","Conseiller municipal","biarritz","pyrenees atlantiques","Local","2174815507",363,286,2013,"2015-06-14",588,286,FALSE
"Joaquim PUEYO","m","PS","joaquimpueyo","Député","alencon","orne","MP","518851788",0,285,2012,NA,1194,285,FALSE
"Dieunor EXCELLENT","m","PRG","dieunore","Conseiller communautaire, Conseiller municipal","villetaneuse","seine saint denis","Local","523573451",697,283,2012,"2015-04-14",1189,272,FALSE
"Jean-Marc GABOUTY","m","UDI","gabouty2012","Sénateur","","haute vienne","Senator","539001157",110,283,2012,"2015-03-31",1175,283,FALSE
"Jean-Luc SANTINI","m","UMP","jl_santini","Conseiller municipal, Conseiller régional, Vice-Président de Communauté d'Agglomération","mantes","yvelines","Local","536606079",226,282,2012,"2015-06-12",1177,282,FALSE
"Mireille BENEDETTI","f","UMP","mireille13600","Conseiller régional","","bouches du rhone","Local","114737965",634,280,2010,"2015-06-13",1946,280,FALSE
"Julien CLOS","m","FN","julienclos","Conseiller communautaire, Conseiller municipal","le cannet","alpes maritimes","Local","1310048204",1405,279,2013,"2015-06-08",810,279,FALSE
"Carine MENAGE","f","PS","carinemenage","Conseiller régional","","sarthe","Local","383203523",1531,278,2011,"2015-06-14",1354,278,FALSE
"Ségolène MISSOFFE","f","UDI","smissoffe","Conseiller régional, Maire adjoint","boulogne billancourt","hauts de seine","Local","952084388",174,277,2012,"2015-05-07",941,277,FALSE
"Yves DAUDIGNY","m","PS","ydaudigny","Sénateur","","aisne","Senator","2785271919",444,276,2014,"2015-05-25",263,276,FALSE
"Mustapha SAADI","m","UDI","mustasaadi","Conseiller régional","","paris","Local","2715105832",175,275,2014,"2015-06-13",334,275,FALSE
"Marc-André DOMERGUE","m","FN","ma_domergue","Conseiller communautaire, Conseiller municipal","nice","alpes maritimes","Local","98359493",578,272,2009,"2015-06-14",2003,272,FALSE
"Jean-Louis THIERIOT","m","UDI","jlthieriot","Conseiller départemental, Maire","beauvoir","seine et marne","Local","998156310",310,270,2012,"2015-06-10",919,270,FALSE
"Patricia BORDAS","f","PS","pbordas19","Conseiller municipal, Conseiller régional","brive la gaillarde","correze","Local","2791564986",76,269,2014,"2015-05-21",284,269,FALSE
"Laurent BUFFARD","m","UMP","laurent_buffard","Maire adjoint","","rhone","Local","249260873",1075,264,2011,"2015-01-18",1588,264,FALSE
"Fabien BOSC","m","UDI","fabien_bosc","Conseiller municipal","margency","val d oise","Local","487906096",223,262,2012,"2015-06-14",1222,262,FALSE
"Nathalie ACS","f","FN","acsnathalie","Conseiller municipal, Conseiller régional","lille","nord","Local","2893764754",143,261,2014,"2015-06-01",201,261,FALSE
"Jean FERET","m","IND","jferet","Conseiller communautaire, Conseiller municipal","","essonne","Local","46967168",528,261,2009,"2015-04-21",2193,243,FALSE
"Jackie PIERRE","m","UMP","pierre_jackie","Conseiller départemental, Sénateur","","vosges","Senator","1266562454",4,261,2013,"2015-03-11",824,256,FALSE
"Séverin LAMOTTE","m","MODEM","severinlamotte","Conseiller municipal","champigneulles","meurthe et moselle","Local","564399545",707,261,2012,"2015-06-11",1145,261,FALSE
"Stéphane KROEMER","m","UMP","stephanekroemer","Conseiller régional","luxeuil les bains","haute saone","Local","224157888",561,259,2010,"2015-06-13",1651,259,FALSE
"Patrick PENIGUEL","m","UDI","patrickpeniguel","Maire adjoint","change","mayenne","Local","448193292",2709,257,2011,"2015-04-21",1266,242,FALSE
"Philippe VIDAL","m","IND","villejuifdabord","Conseiller municipal","villejuif","val de marne","Local","1106645522",1429,257,2013,"2015-04-16",876,257,FALSE
"Yanic SOUBIEN","m","EELV","yanicsoubien","Vice-Président de Conseil Régional","","orne","Local","457409390",108,257,2012,"2015-06-15",1256,257,FALSE
"François-Xavier VILLAIN","m","UDI","fxvillain","Député","cambrai","nord","MP","494847902",0,256,2012,NA,1215,256,FALSE
"Géraldine DELORME","f","UMP","geraldinedelorm","Conseiller régional","","maine et loire","Local","1534125674",116,256,2013,"2014-03-30",726,256,FALSE
"Ludovic JAMET","m","IND","ludovic_jamet","Conseiller communautaire, Maire adjoint","jouy en josas","yvelines","Local","294179644",143,255,2011,"2015-04-08",1501,252,FALSE
"Martine PINVILLE","f","PS","deputepinville","Député","","charente","MP","169014052",1,253,2010,"2013-10-25",1791,253,FALSE
"Stéphane VAZIA","m","PS","stephanevazia","Sans mandat électif courant","puteaux","hauts de seine","Else","45585564",1103,253,2009,"2015-04-19",2199,253,FALSE
"Benoît BITEAU","m","PRG","identi_terre","Vice-Président de Conseil Régional","","charente maritime","Local","601028185",614,252,2012,"2015-04-21",1105,252,FALSE
"Jean-Marc ROUBAUD","m","UMP","jmroubaud2014","Maire, Président de Communauté d'Agglomération","","","Local","1944069535",274,252,2013,"2015-04-20",617,243,FALSE
"Michel CANEVET","m","UDI","michelcanevet","Sénateur","","finistere","Senator","1976044310",103,252,2013,"2015-05-21",603,252,FALSE
"Jean-Marie VILAIN","m","UDI","jmvilain","Conseiller municipal, Vice-Président de Communauté d'Agglomération","","","Local","335797039",1072,251,2011,"2015-04-21",1432,241,FALSE
"Laurence JUBAN","f","PS","juban_w","Conseiller régional, Maire adjoint","firminy","loire","Local","1140156908",67,250,2013,"2015-06-12",864,249,FALSE
"Chantal EYMEOUD","f","UDI","chantaleymeoud","Conseiller régional, Président de Communauté d'Agglomération","embrun","hautes alpes","Local","468357630",327,248,2012,"2015-05-14",1244,248,FALSE
"Guy-Dominique KENNEL","m","UMP","guydokennel","Sénateur","","bas rhin","Senator","1073809153",22,248,2013,"2015-05-13",888,248,FALSE
"Andrée OGER","f","FDG","andreeoger","Vice-Président de Conseil Départemental","saint andre de l eure","eure","Local","456105836",621,246,2012,"2015-06-13",1257,246,FALSE
"Aurélien FERLAY","m","PS","aurelienferlay","Conseiller régional, Maire","moras en valloire","drome","Local","559572151",229,245,2012,"2015-05-20",1151,245,FALSE
"Benoit CHAUVIN","m","IND","benoit_chauvin","Conseiller départemental","","","Local","55681993",395,245,2009,"2015-04-04",2166,244,FALSE
"Jimmy MINGOT","m","FN","jimmymingot","Conseiller municipal","athis mons","essonne","Local","2372388038",305,245,2014,"2015-06-15",468,245,FALSE
"Alain CALMETTE","m","PS","alaincalmette","Conseiller communautaire, Conseiller départemental, Député","aurillac","cantal","MP","2535079881",101,244,2014,"2015-04-15",404,229,FALSE
"André CHAPAVEIRE","m","PS","chapaveireandre","Vice-Président de Conseil Régional","","haute loire","Local","494108352",196,244,2012,"2014-01-04",1216,243,FALSE
"Jérôme DURAIN","m","PS","jeromedurain","Sénateur","","saone et loire","Senator","383161407",47,244,2011,"2015-05-20",1354,245,FALSE
"Jérôme MOROGE","m","UMP","jeromemoroge","Conseiller municipal, Conseiller régional","pierre benite","rhone","Local","1044088676",11,244,2012,"2014-05-06",899,244,FALSE
"Jean-Sébastien GUITTON","m","EELV","jsguitton","Conseiller municipal","orvault","loire atlantique","Local","489344740",945,244,2012,"2015-06-13",1221,244,FALSE
"Michèle VITRAC-POUZOULET","f","PS","michelevitracp","Conseiller régional","","yvelines","Local","471926816",327,244,2012,"2013-11-25",1240,244,FALSE
"Jean-Marie VERANI","m","FN","jeanmarieverani","Conseiller départemental","","bouches du rhone","Local","3298739747",110,239,2015,"2015-06-06",21,239,FALSE
"Leila AÏCHI","f","EELV","leilaaichi","Sénateur","","","Senator","562431096",11,239,2012,"2015-01-21",1147,239,FALSE
"Michel RAISON","m","UMP","michel_raison","Sénateur","luxeuil les bains","haute saone","Senator","586713569",99,239,2012,"2012-06-18",1120,239,FALSE
"Norbert HEKIMIAN","m","FN","norberthekimian","Conseiller municipal","lyon","rhone","Local","2209101834",274,239,2013,"2015-06-01",571,239,FALSE
"Alain PAGANO","m","FDG","alainpagano","Conseiller municipal","angers","maine et loire","Local","1544059118",243,238,2013,"2015-06-12",721,238,FALSE
"Jacky DEROMEDI","f","UMP","jackysingapore","Sénateur","","","Senator","147974770",250,238,2010,"2015-05-22",1848,238,FALSE
"Michèle LEFLON","f","FDG","micheleleflon","Vice-Président de Conseil Régional","","ardeche","Local","267996847",1129,237,2011,"2015-06-11",1551,237,FALSE
"Serge BALDECCHI","m","UMP","sbaldecchi","Maire","saint antonin","var","Local","552947310",5590,237,2012,"2015-06-11",1158,237,FALSE
"Antoine HOME","m","PS","antoinehome","Conseiller régional, Maire adjoint","wittenheim","haut rhin","Local","503053713",61,231,2012,"2012-11-19",1207,231,FALSE
"Christophe ANDRE","m","UMP","beaucaire2014","Conseiller municipal","beaucaire","gard","Local","1073883510",480,229,2013,"2015-04-03",888,218,FALSE
"Romain BOEUF-ALARY","m","PRG","rboeufalary","Conseiller régional","la rochelle","charente maritime","Local","1082694800",408,229,2013,"2015-04-20",885,228,FALSE
"Jean-Marie VANLERENBERGHE","m","MODEM","jvanlerenberghe","Responsable politique national, Sénateur","","pas de calais","Senator","331678709",0,227,2011,NA,1439,227,FALSE
"Anne BOISSEL","f","DVD","boissanne","Responsable politique national, Sans mandat électif courant","","","Else","544493535",149,225,2012,"2015-05-28",1168,225,FALSE
"Laurent BOUDELIER","m","IND","boudelierl","Conseiller départemental, Maire","saint hilaire de riez","vendee","Local","2217850540",488,225,2013,"2015-04-19",552,214,FALSE
"Roland MUZEAU","m","FDG","rolandmuzeau","Sans mandat électif courant","","","Else","248365501",15,225,2011,"2012-04-22",1590,224,FALSE
"Muriel SCOLAN","f","UDI","murielscolan","Maire, Vice-Président de Communauté d'Agglomération, Vice-Président de Conseil Départemental","deuil la barre","val d oise","Local","2237377393",1139,224,2013,"2015-06-15",554,224,FALSE
"Christophe GREFFET","m","PS","cgreffet","Conseiller régional, Maire, Président de Communauté d'Agglomération, Vice-Président de Conseil Départemental","saint genis sur menthon","ain","Local","143566704",78,223,2010,"2013-04-05",1859,223,FALSE
"Christophe MARTINS","m","PRG","christophemar38","Conseiller départemental, Maire, Président de Communauté d'Agglomération","","ille et vilaine","Local","398051482",155,222,2011,"2015-03-04",1330,220,FALSE
"Mireille GITTON-2","f","UDI","gittonmireille","Conseiller municipal, Conseiller régional, Maire adjoint","clichy","hauts de seine","Local","2858750578",112,221,2014,"2015-02-10",225,221,FALSE
"François DE MAZIERES","m","IND","fdemazieres","Député, Maire, Président de Communauté d'Agglomération","versailles","yvelines","MP","3002797641",29,220,2015,"2015-04-16",139,163,FALSE
"Nadia BRAHIMI-MOUSSAOUI","f","PS","nadiabrahimi","Conseiller régional","","val de marne","Local","236838937",349,220,2011,"2015-06-09",1617,220,FALSE
"Claude ZEMMOUR","m","DVG","claudezemmour","Conseiller régional","","herault","Local","619234735",258,219,2012,"2015-05-21",1084,219,FALSE
"Jean-Christophe ROUXEL","m","IND","jcrouxel","Maire","la lande chasles","maine et loire","Local","50994434",6763,219,2009,"2015-06-11",2181,219,FALSE
"Daniel GIBBS","m","UMP","gibbs_sxm","Député","","DOM TOM","MP","320146784",285,218,2011,"2015-04-16",1458,213,FALSE
"Jean-Paul BORE","m","DVG","jpbore2014","Conseiller régional","nimes","gard","Local","1968883447",289,218,2013,"2015-06-08",606,218,FALSE
"Franck GUEGUENIAT","m","PRG","fguegueniat","Maire","","calvados","Local","562899143",341,216,2012,"2015-04-20",1147,214,FALSE
"Lionel TIVOLI","m","FN","lionel_tivoli","Conseiller communautaire, Conseiller municipal","antibes","alpes maritimes","Local","2164568108",299,216,2013,"2015-06-10",594,216,FALSE
"Alain LAGARDE","m","PS","lagardealain","Conseiller régional, Maire adjoint","tulle","correze","Local","471965161",54,215,2012,"2015-05-28",1240,215,FALSE
"Marc ORSATTI","m","PS","marcorsatti","Conseiller municipal, Conseiller régional","saint laurent du var","alpes maritimes","Local","756728880",167,215,2012,"2015-06-11",1036,215,FALSE
"Valérie GERVES","f","UMP","va_loches","Maire adjoint","loches","indre et loire","Local","1208910013",452,215,2013,"2015-04-19",844,206,FALSE
"Nicole BRICQ","f","PS","nbricq","Sénateur","","seine et marne","Senator","2963967232",86,214,2015,"2015-05-20",161,214,FALSE
"Patrick CHAIZE","m","UMP","p_chaize","Sénateur","vonnas","ain","Senator","2862043383",110,213,2014,"2015-05-22",223,213,FALSE
"Philippe CAMO","m","FDG","camophilippe","Conseiller municipal, Conseiller régional","bretigny sur orge","seine et marne","Local","607467111",1641,209,2012,"2015-06-12",1097,209,FALSE
"Vincent GAREL","m","PRG","garelvg","Maire, Président de Communauté d'Agglomération","aiguefonde","tarn","Local","719678578",215,209,2013,"2015-04-19",606,207,FALSE
"Grégory CASSAGNEAU","m","PRG","gregorybaldass","Maire adjoint","montech","tarn et garonne","Local","1324778383",679,208,2013,"2015-04-16",804,205,FALSE
"Gérard PIEL","m","FDG","gpielpiel","Conseiller municipal, Conseiller régional","antibes","alpes maritimes","Local","572454328",533,207,2012,"2015-06-12",1136,207,FALSE
"Jeanny MARC","f","PS","jeanny_marc","Conseiller communautaire, Maire","deshaies","DOM TOM","Local","303270834",161,207,2011,"2014-12-04",1486,204,FALSE
"Laurent MORIN","m","FN","laurent_morin_","Conseiller communautaire, Maire adjoint","mantes la ville","yvelines","Local","2204577908",214,207,2013,"2015-06-11",573,207,FALSE
"Annabelle JAEGER","f","EELV","annabellejaeger","Conseiller régional","","alpes maritimes","Local","88941803",126,203,2009,"2015-06-11",2044,203,FALSE
"Jean BIZET","m","UMP","jean_bizet","Sénateur","","manche","Senator","3092837476",89,201,2015,"2015-04-18",91,188,FALSE
"Karine MARGUTTI","f","PS","karinemargutti","Conseiller municipal, Vice-Président de Conseil Régional","les angles","gard","Local","1346181265",185,201,2013,"2015-05-31",795,201,FALSE
"Laurence GOLDGRAB","f","PRG","lgoldgrab","Conseiller municipal, Maire adjoint","paris","paris","Local","2250726403",37,201,2013,"2014-06-06",545,201,FALSE
"Franck LECLERE","m","FDG","franckleclere","Conseiller régional","","marne","Local","279181401",477,200,2011,"2015-03-24",1529,200,FALSE
"Jeannie TREMBLAY","f","EELV","jeannietremblay","Conseiller régional","","haute savoie","Local","393468953",824,200,2011,"2015-06-10",1337,200,FALSE
"Philippe PEMEZEC","m","UMP","philippepemezec","Maire, Vice-Président de Conseil Départemental","plessis robinson","hauts de seine","Local","350976333",69,200,2011,"2015-04-11",1407,180,FALSE
"Alexis SALMON","m","FN","salmonalexis","Conseiller municipal","wasquehal","nord","Local","573723104",1397,199,2012,"2015-06-14",1135,199,FALSE
"Léa VASA","f","FDG","vasalea","Conseiller municipal","paris","paris","Local","2303794241",66,199,2014,"2015-06-11",506,199,FALSE
"Yves CENSI","m","UMP","yvescensi","Député","","aveyron","MP","555062811",8,199,2012,"2013-04-03",1156,197,FALSE
"Agnès SINSOULIER-BIGOT","f","PS","asinsoulier","Conseiller régional","bourges","cher","Local","1156548547",610,198,2013,"2015-06-13",859,198,FALSE
"Chloé FABRE","f","IND","chloe_fabre","Responsable politique national, Sans mandat électif courant","","","Else","2939379233",321,198,2014,"2015-04-20",174,199,FALSE
"Noëlle AZNAR-MOLLIEX","f","PS","noelleaznar","Conseiller municipal, Conseiller régional","albertville","savoie","Local","854376914",448,198,2012,"2015-06-12",989,198,FALSE
"Dimitri BANDINI","m","DVG","dimitribandini","Conseiller communautaire, Conseiller municipal","fontainebleau","seine et marne","Local","390714783",479,196,2011,"2015-04-16",1341,186,FALSE
"Bernard DESPIERRE","m","EELV","bdespierre","Conseiller communautaire, Conseiller municipal","tourcoing","nord","Local","103663254",243,193,2010,"2014-10-28",1982,193,FALSE
